1157, 295, 455, 232, 234, 206, 209, 288, 272, 353
1200, 345, 651, 499, 267, 465, 353, 309, 428, 388
1224, 399, 657, 510, 354, 502, 385, 461, 660, 429
1297, 1179, 746, 535, 763, 638, 488, 474, 678, 459
1808, 1187, 792, 624, 813, 835, 564, 498, 863, 526
1965, 1232, 814, 1458, 828, 1339, 585, 501, 1048, 799
1996, 1707, 869, 2035, 1157, 1413, 736, 531, 1059, 899
2069, 1817, 931, 2037, 1300, 1617, 893, 714, 1420, 953
2281, 1871, 949, 2492, 1382, 1793, 914, 726, 1582, 1058
2446, 2122, 963, 2524, 1453, 1865, 1448, 764, 1646, 1131
2491, 2145, 987, 2566, 1947, 1963, 1843, 796, 1661, 1193
2506, 2162, 1013, 2592, 2130, 1995, 1850, 879, 1685, 1213
2964, 2209, 1016, 2803, 2171, 2022, 1929, 964, 1763, 1283
2979, 2214, 1028, 2830, 2249, 2036, 2274, 1019, 1871, 1347
3037, 2277, 1047, 3517, 2313, 2043, 2320, 1095, 1938, 1692
3069, 2332, 1085, 3889, 2324, 2111, 2347, 1153, 1989, 1700
3136, 2347, 1103, 3998, 2407, 2158, 2398, 1191, 2050, 1713
3151, 2424, 1213, 4004, 2507, 2163, 2432, 1321, 2063, 1773
3374, 2486, 1236, 4019, 2541, 2264, 2515, 1363, 2088, 1796
3522, 2549, 1331, 4054, 2577, 2315, 2528, 1386, 2094, 2780
3611, 2911, 1339, 4127, 2710, 2381, 2569, 1519, 2234, 2792
5021, 3094, 1369, 4170, 2719, 2427, 2628, 1966, 2293, 2801
5159, 3256, 1395, 4186, 2751, 2609, 2702, 1987, 2326, 2815
5204, 3293, 1402, 4225, 2977, 2714, 2728, 1998, 2348, 2821
5377, 3483, 1520, 4257, 2991, 2725, 3135, 2062, 2361, 2834
5461, 3500, 1645, 4300, 3013, 2742, 3207, 2082, 2362, 2846
5464, 3614, 1652, 4355, 3132, 2814, 3746, 2093, 2411, 2912
5488, 3617, 2031, 4422, 5115, 2890, 3771, 2143, 2478, 3465
5537, 3640, 2077, 4806, 5431, 2955, 3861, 2183, 2494, 3497
5685, 3689, 2491, 4826, 5461, 3220, 4284, 2197, 2583, 3531
5755, 3707, 2524, 4844, 5480, 3232, 4365, 2475, 2591, 3604
5855, 3786, 2538, 4934, 5483, 3245, 4447, 2535, 2611, 3650
5888, 3867, 2595, 4984, 5485, 3265, 4478, 2548, 2720, 3693
5968, 3950, 2606, 5016, 5503, 3343, 4589, 2640, 2801, 3707
5989, 4115, 2704, 5172, 5556, 3358, 4652, 2740, 2936, 3739
6150, 4129, 2746, 5185, 5588, 3488, 5690, 2760, 2961, 3756
6183, 4141, 2777, 5327, 5622, 3536, 5792, 2774, 3368, 3778
6236, 4169, 3233, 5640, 5678, 3592, 5813, 2930, 3412, 3886
6605, 4221, 3287, 5653, 5692, 3840, 5837, 3022, 3449, 4011
6639, 4260, 3336, 5668, 5843, 4075, 5945, 3099, 3451, 4340
6662, 4324, 3411, 5708, 5868, 4089, 5972, 3119, 3526, 4411
6787, 4378, 3433, 5789, 5879, 4115, 6100, 3165, 3981, 4502
6799, 4506, 3463, 5865, 5910, 4136, 6171, 3240, 3994, 4573
7177, 4573, 3575, 5930, 5967, 4151, 6186, 3249, 4008, 4634
7248, 4728, 3607, 5999, 6025, 4218, 6294, 4057, 4130, 4705
7354, 4890, 3681, 6023, 6048, 4226, 6337, 4070, 4141, 4786
7392, 4917, 4859, 6100, 6064, 4240, 6451, 4139, 4157, 4864
7447, 4936, 5048, 6113, 6064, 4393, 6488, 4162, 4170, 4922
7462, 5007, 5050, 6125, 6073, 4522, 6559, 4374, 4239, 4927
7474, 5100, 5052, 6319, 6130, 4531, 6694, 4390, 4796, 4974
7603, 5176, 5089, 6380, 6157, 4598, 6723, 4486, 4810, 5109
7674, 5190, 5112, 6407, 6174, 4670, 6877, 4509, 4888, 5123
7766, 5232, 5192, 6728, 6226, 4719, 6943, 4666, 4978, 5136
7902, 5234, 5217, 6953, 6290, 4791, 6987, 4964, 5002, 5159
8005, 5522, 5290, 7020, 6367, 4967, 7094, 5257, 5018, 5207
8125, 5569, 5332, 7061, 6380, 5141, 7181, 5301, 5046, 5298
8140, 6350, 5440, 7174, 6460, 5201, 7257, 5343, 5067, 5344
8161, 6361, 5452, 7181, 6529, 5299, 7341, 5357, 5096, 5428
8177, 6415, 5471, 7194, 6593, 5366, 7418, 5439, 5129, 5497
8253, 6447, 5548, 7207, 6641, 5454, 7423, 5955, 5141, 5553
8272, 6557, 5663, 7278, 6648, 5511, 7487, 6022, 5173, 5636
8294, 6609, 5732, 7371, 6721, 5562, 7875, 6092, 5216, 5650
8362, 6701, 5809, 7519, 6907, 5575, 7948, 6128, 5227, 5722
8384, 6724, 5855, 7551, 6983, 5617, 7977, 6163, 5299, 5768
8449, 6849, 5873, 7619, 7240, 5634, 7994, 6339, 5390, 5818
8923, 7023, 5890, 7681, 7281, 5651, 8006, 6354, 7364, 5865
9039, 7204, 5908, 7722, 7292, 5715, 8054, 6388, 7405, 5886
9079, 7249, 6093, 7735, 7365, 5829, 8066, 6394, 7420, 5904
9095, 7354, 6139, 7748, 7448, 5854, 8192, 6452, 7549, 5973
9111, 7365, 6231, 7786, 7462, 5964, 8236, 7030, 7629, 6033
9425, 7378, 6234, 8074, 7524, 6003, 8283, 7094, 7716, 6116
9512, 7385, 6378, 8090, 7537, 6015, 8333, 7125, 7728, 6281
9546, 7403, 6397, 8105, 7617, 6081, 8378, 7171, 7740, 6309
9580, 7468, 6438, 8112, 7654, 6136, 8392, 7263, 7760, 6359
9583, 7485, 6485, 8193, 7658, 6240, 8441, 7277, 7844, 6401
9632, 7548, 6576, 8216, 7863, 6271, 8461, 7286, 7908, 6875
9705, 7562, 6713, 8317, 7935, 6294, 8509, 7420, 8018, 6889
9733, 7652, 6725, 8415, 7979, 6327, 8546, 7468, 8056, 6908
9734, 7687, 6725, 8427, 8545, 6364, 8583, 7487, 8069, 6937
9804, 7706, 6727, 8452, 8581, 6368, 8586, 7501, 8130, 6956
9978, 7778, 6804, 8459, 8631, 6403, 8608, 7633, 8203, 6986
10036, 7823, 6953, 8544, 8683, 6405, 8646, 7704, 8299, 7001
10076, 7945, 6978, 8623, 8767, 6418, 8707, 7722, 8341, 7107
10670, 8004, 7087, 8635, 8830, 8808, 8722, 7763, 8499, 8149
10704, 8105, 7093, 8650, 8845, 8870, 8747, 7788, 9067, 8234
10733, 8173, 7133, 8708, 8906, 8877, 9915, 7852, 9150, 8246
10813, 8198, 7150, 8777, 8940, 8897, 9978, 7983, 9218, 8405
10864, 10181, 7182, 8905, 9044, 8941, 10062, 8025, 9236, 8550
10885, 10196, 7199, 9046, 9069, 8990, 10075, 8084, 9249, 8576
10931, 10261, 7274, 9123, 9164, 9051, 10155, 8106, 9287, 8622
